segment_id,country_code,road_class_norm,land_use,speed_limit,ss_limit,speed_85th,pct_over_limit,sss,sss_band,anomaly_score,anomaly_flag,anomaly_reason
48414,TH,secondary,rural,50.0,60.0,76.0,0.8750005783154826,64.6415912,High Risk,41.39714106065692,True,AI flags: pct over limit; large gap between F85 speed and posted limit; median speed significantly above posted limit
48417,TH,secondary,urban,50.0,50.0,62.0,0.6000004138361995,35.0,Moderate,39.791621882243646,True,AI flags: unusual traffic volume for this road type; pct over limit; high spread between median and 85th pct speed
48422,TH,secondary,urban,30.0,50.0,57.0,1.0,84.0,Critical,74.23424433137653,True,AI flags: large gap between F85 speed and posted limit; pct over limit; speed limit
48467,TH,secondary,urban,90.0,50.0,49.0,0.0,55.0,High Risk,38.87639631129863,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; median speed significantly above posted limit
48505,TH,secondary,rural,90.0,60.0,47.5,0.0,39.6415912,Moderate,40.096758719118384,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
48574,TH,secondary,urban,30.0,50.0,55.0,0.6333305407782851,76.09636363636363,Critical,64.91377580411361,True,AI flags: large gap between F85 speed and posted limit; speed limit; ss gap
48576,TH,secondary,urban,30.0,50.0,61.0,0.88,84.0,Critical,72.5424880908199,True,AI flags: large gap between F85 speed and posted limit; pct over limit; speed limit
48654,TH,secondary,urban,90.0,50.0,50.5,0.0,55.0,High Risk,37.89019377128796,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; high spread between median and 85th pct speed
48725,TH,secondary,rural,80.0,60.0,33.0,0.0,32.974924533333336,Acceptable,55.499683941595976,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
48744,TH,secondary,rural,90.0,60.0,47.0,0.0,39.6415912,Moderate,41.09061064050502,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
48853,TH,secondary,rural,63.0,60.0,69.0,0.872594171120954,21.6415912,Acceptable,37.98153336318346,True,AI flags: pct over limit; high spread between median and 85th pct speed; road class inconsistent with observed speeds
48861,TH,secondary,urban,80.0,50.0,39.0,0.0,55.0,High Risk,53.87999437978996,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; median speed significantly above posted limit
48881,TH,secondary,urban,90.0,50.0,43.0,0.0,55.0,High Risk,51.3017619115113,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
48963,TH,secondary,rural,80.0,60.0,37.0,0.0,32.974924533333336,Acceptable,57.797628046050974,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
48984,TH,secondary,urban,90.0,50.0,51.0,0.0,55.0,High Risk,38.11595884619629,True,AI flags: drivers operating far above posted limit; median speed significantly above posted limit; absolute speed excess above limit is high
48989,TH,secondary,urban,30.0,50.0,40.0,0.47500098882475894,39.0,Moderate,55.81387316343108,True,AI flags: speed limit; ss gap; posted limit far above Safe System standard
49019,TH,secondary,rural,80.0,60.0,45.0,0.0,32.974924533333336,Acceptable,50.716542733166534,True,AI flags: high spread between median and 85th pct speed; median speed significantly above posted limit; drivers operating far above posted limit
49116,TH,secondary,urban,30.0,50.0,49.0,0.5500044734723092,41.890298863636346,Moderate,62.737861419978934,True,AI flags: large gap between F85 speed and posted limit; speed limit; ss gap
49166,TH,secondary,rural,88.0,60.0,45.83333333,0.0,38.308257866666665,Moderate,39.052533685716206,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
49347,TH,secondary,rural,90.0,60.0,46.0,0.0,39.6415912,Moderate,43.13757059175873,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
49348,TH,secondary,rural,90.0,60.0,48.0,0.0,39.6415912,Moderate,38.19287703865163,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; absolute speed excess above limit is high
49362,TH,secondary,urban,30.0,50.0,88.0,1.0,84.0,Critical,88.1486288662223,True,AI flags: large gap between F85 speed and posted limit; unusual traffic volume for this road type; median speed significantly above posted limit
49363,TH,secondary,rural,30.0,60.0,87.0,1.0,70.6415912,Critical,86.12696159821883,True,AI flags: large gap between F85 speed and posted limit; unusual traffic volume for this road type; median speed significantly above posted limit
49367,TH,secondary,rural,90.0,60.0,44.0,0.0,39.6415912,Moderate,46.343008074695724,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; median speed significantly above posted limit
49471,TH,secondary,rural,90.0,60.0,45.0,0.0,39.6415912,Moderate,43.852159875941425,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; median speed significantly above posted limit
49498,TH,secondary,rural,30.0,60.0,75.0,1.0,70.6415912,Critical,74.83214201438703,True,AI flags: large gap between F85 speed and posted limit; pct over limit; median speed significantly above posted limit
49686,TH,secondary,urban,30.0,50.0,41.0,0.4000008892070274,39.0,Moderate,56.103028466605934,True,AI flags: speed limit; ss gap; posted limit far above Safe System standard
49772,TH,secondary,rural,90.0,60.0,45.0,0.0,39.6415912,Moderate,43.44910363175117,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; median speed significantly above posted limit
49824,TH,secondary,urban,90.0,50.0,49.0,0.0,55.0,High Risk,39.34490420026513,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; median speed significantly above posted limit
