segment_id,country_code,road_class_norm,land_use,speed_limit,ss_limit,speed_85th,pct_over_limit,sss,sss_band,anomaly_score,anomaly_flag,anomaly_reason
SE/10879,MH,secondary,rural,55.0,70.0,22.875,0.0,43.269504,Moderate,51.564645274138265,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/9315,MH,secondary,rural,55.0,50.0,26.0,0.0,61.78476799999999,High Risk,41.36354915343852,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/5945,MH,secondary,rural,55.0,70.0,28.0,0.0,49.464,High Risk,39.82924517797454,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/6679,MH,secondary,urban,45.0,40.0,50.5,0.5047619047619047,37.37588752,Moderate,42.95188549779847,True,AI flags: high spread between median and 85th pct speed; speed limit; road class inconsistent with observed speeds
SE/6787,MH,secondary,rural,55.0,70.0,26.75,0.0,43.269504,Moderate,42.44928069210895,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/5290,MH,secondary,rural,55.0,70.0,30.0,0.0,41.4766656,Moderate,36.38186775231303,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/5195,MH,secondary,rural,55.0,70.0,28.5,0.0,47.48544,Moderate,38.17018504149909,True,AI flags: drivers operating far above posted limit; median speed; speed 85th
SE/7020,MH,secondary,rural,55.0,70.0,21.5,0.0,43.269504,Moderate,56.88627572496956,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/4250,MH,secondary,rural,30.0,50.0,31.5,0.3034398034398034,26.842816,Acceptable,51.689266418708065,True,AI flags: high spread between median and 85th pct speed; speed limit; speed 85th
SE/9291,MH,secondary,rural,55.0,70.0,28.25,0.0,40.99785504,Moderate,38.626304261831365,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/7515,MH,secondary,rural,55.0,70.0,25.5,0.0,43.269504,Moderate,46.59426978205046,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/6377,MH,secondary,rural,55.0,70.0,27.0,0.0,39.1724064,Moderate,42.71530504638379,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/5934,MH,secondary,rural,55.0,60.0,24.0,0.0,46.085184,Moderate,44.51621853014455,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/5683,MH,secondary,rural,55.0,50.0,23.5,0.0,57.842816,High Risk,45.375598210497635,True,AI flags: drivers operating far above posted limit; large gap between F85 speed and posted limit; median speed
SE/7174,MH,secondary,rural,55.0,60.0,20.25,0.0,42.94498271999999,Moderate,55.83679537343104,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/6835,MH,secondary,rural,55.0,70.0,27.5,0.0,46.085184,Moderate,41.04901007955139,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/9515,MH,secondary,urban,45.0,50.0,55.5,0.5621090259159964,31.82588752,Acceptable,36.069701592579705,True,AI flags: high spread between median and 85th pct speed; speed limit; pct over limit
SE/8696,MH,secondary,rural,55.0,70.0,22.0,0.0,43.269504,Moderate,55.174359706259104,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/9313,MH,secondary,rural,55.0,30.0,30.5,0.0,81.78476799999999,Critical,42.987667200643216,True,AI flags: drivers operating far above posted limit; ss limit; speed 85th
SE/5613,MH,secondary,rural,55.0,60.0,23.0,0.0,41.70709152,Moderate,47.96656259265749,True,AI flags: drivers operating far above posted limit; large gap between F85 speed and posted limit; high spread between median and 85th pct speed
TR/11958,MH,trunk,rural,45.0,60.0,34.5,0.02335928809788654,29.456799999999998,Acceptable,39.549510734904395,True,AI flags: high spread between median and 85th pct speed; speed 85th; median speed
SE/6738,MH,secondary,rural,55.0,70.0,23.0,0.0,43.269504,Moderate,51.196814158767786,True,AI flags: drivers operating far above posted limit; large gap between F85 speed and posted limit; speed 85th
SE/8671,MH,secondary,rural,45.0,50.0,21.0,0.0,56.78476799999999,High Risk,51.11148502017871,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/4203,MH,secondary,rural,55.0,45.0,20.0,0.0,57.19629511111111,High Risk,60.21165813719399,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/5078,MH,secondary,rural,55.0,70.0,89.5,0.6496913580246914,37.48152994553422,Moderate,40.74114578267288,True,AI flags: high spread between median and 85th pct speed; large gap between F85 speed and posted limit; absolute speed excess above limit is high
SE/6832,MH,secondary,rural,45.0,50.0,22.25,0.0,56.78476799999999,High Risk,47.46826900151449,True,AI flags: drivers operating far above posted limit; speed 85th; high spread between median and 85th pct speed
SE/5882,MH,secondary,rural,45.0,40.0,23.5,0.0,59.092816,High Risk,48.5390968120192,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/4851,MH,secondary,rural,55.0,50.0,25.5,0.0,51.085184,High Risk,42.824020029948514,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/8760,MH,secondary,rural,45.0,40.0,26.75,0.0,58.484767999999995,High Risk,42.03657535329841,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/8571,MH,secondary,rural,55.0,70.0,21.916666666666668,0.0,46.085184,Moderate,56.11807155171318,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/6004,MH,secondary,rural,55.0,70.0,23.0,0.0,43.269504,Moderate,51.11288901371118,True,AI flags: drivers operating far above posted limit; large gap between F85 speed and posted limit; speed 85th
SE/6342,MH,secondary,rural,55.0,50.0,25.666666666666668,0.0,57.858916570433195,High Risk,41.426477550311205,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
TR/12709,MH,trunk,urban,45.0,60.0,44.5,0.14373213556553696,22.520495088,Acceptable,35.8642855881563,True,AI flags: speed limit; ss gap; speed 85th
PR/1346,MH,primary,urban,45.0,50.0,22.5,0.0,53.280924944000006,High Risk,49.75380377548955,True,AI flags: drivers operating far above posted limit; speed 85th; median speed
SE/10435,MH,secondary,rural,55.0,60.0,26.5,0.0,49.464,High Risk,39.415531471144455,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/6717,MH,secondary,rural,55.0,60.0,24.666666666666668,0.0,43.269504,Moderate,43.210243719552835,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/6753,MH,secondary,rural,55.0,50.0,24.0,0.0,57.842816,High Risk,45.02391848892729,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/8636,MH,secondary,rural,55.0,40.0,32.0,0.0,73.84536,Critical,36.52065141458284,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/9237,MH,secondary,rural,55.0,70.0,26.0,0.0,46.09535628614664,Moderate,44.01916176005017,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/5559,MH,secondary,rural,55.0,50.0,25.25,0.0,51.085184,High Risk,42.9734495670566,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/9215,MH,secondary,rural,55.0,70.0,26.375,0.0,43.269504,Moderate,43.26088937942868,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/6395,MH,secondary,rural,55.0,70.0,38.666666666666664,0.43902439024390244,36.55185066666667,Moderate,37.669386167395814,True,AI flags: drivers operating far above posted limit; speed 85th; ss gap
SE/5898,MH,secondary,rural,55.0,70.0,26.0,0.0,43.269504,Moderate,43.730967786314565,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
PR/1235,MH,primary,rural,55.0,60.0,28.5,0.0,43.269504,Moderate,38.195521681777436,True,AI flags: drivers operating far above posted limit; speed 85th; median speed
SE/5278,MH,secondary,rural,55.0,70.0,27.0,0.0,43.269504,Moderate,41.95131687593198,True,AI flags: drivers operating far above posted limit; speed 85th; large gap between F85 speed and posted limit
PR/3058,MH,primary,urban,45.0,50.0,28.8,0.0,44.49948568,Moderate,36.77686969049673,True,AI flags: high spread between median and 85th pct speed; drivers operating far above posted limit; speed 85th
SE/5893,MH,secondary,rural,40.0,60.0,49.0,0.5256166982922201,20.085183999999998,Acceptable,39.145247162092836,True,AI flags: speed limit; ss gap; high spread between median and 85th pct speed
SE/5053,MH,secondary,rural,55.0,70.0,25.5,0.0,46.085184,Moderate,45.918631337256535,True,AI flags: drivers operating far above posted limit; large gap between F85 speed and posted limit; speed 85th
SE/5210,MH,secondary,rural,20.0,50.0,36.5,0.5987124463519313,35.942816,Moderate,65.7603589634315,True,AI flags: large gap between F85 speed and posted limit; speed limit; ss gap
SE/5911,MH,secondary,rural,55.0,50.0,25.0,0.0,57.842816,High Risk,42.89871794817284,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
PR/270,MH,primary,rural,55.0,60.0,24.166666666666668,0.0,43.269504,Moderate,48.42683432842012,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
PR/1174,MH,primary,rural,55.0,70.0,28.0,0.0,43.269504,Moderate,44.21220078594256,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/6270,MH,secondary,urban,45.0,30.0,46.0,0.1713952584531675,56.113903999675486,High Risk,38.427502916188,True,AI flags: ss limit; speed limit; urban road with atypical speed profile
PR/3877,MH,primary,rural,55.0,70.0,29.0,0.0,40.454159988323795,Moderate,39.885599435660204,True,AI flags: drivers operating far above posted limit; speed 85th; median speed
SE/6329,MH,secondary,rural,55.0,40.0,24.5,0.0,71.592816,High Risk,51.882988764520476,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
SE/5007,MH,secondary,rural,20.0,30.0,36.25,0.66484268125855,35.592816,Moderate,67.82410581772432,True,AI flags: large gap between F85 speed and posted limit; speed limit; high spread between median and 85th pct speed
SE/8140,MH,secondary,rural,55.0,70.0,29.5,0.0,46.085184,Moderate,36.31870183382357,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/5639,MH,secondary,rural,55.0,60.0,26.5,0.0,43.269504,Moderate,39.4869013880462,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/6260,MH,secondary,rural,55.0,70.0,29.0,0.0,46.085184,Moderate,37.886920250883776,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/8273,MH,secondary,rural,45.0,70.0,63.0,0.7437050359712231,22.869504,Acceptable,37.76276521072263,True,AI flags: ss gap; pct over limit; large gap between F85 speed and posted limit
PR/2128,MH,primary,rural,45.0,70.0,29.25,0.0,32.219504,Acceptable,40.76311913758122,True,AI flags: drivers operating far above posted limit; ss gap; speed 85th
SE/7588,MH,secondary,rural,45.0,50.0,28.0,0.0,45.05714015131878,Moderate,36.33247439191008,True,AI flags: high spread between median and 85th pct speed; drivers operating far above posted limit; speed 85th
PR/2805,MH,primary,urban,45.0,50.0,19.666666666666668,0.0,54.37948568,High Risk,56.841362374030304,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/9309,MH,secondary,rural,55.0,70.0,21.5,0.0,46.085184,Moderate,55.629107765973565,True,AI flags: drivers operating far above posted limit; large gap between F85 speed and posted limit; speed 85th
TR/11608,MH,trunk,rural,55.0,90.0,44.25,0.01963350785340314,15.465264000000001,Acceptable,49.12415533521472,True,AI flags: ss gap; ss limit; posted limit far above Safe System standard
SE/7677,MH,secondary,rural,40.0,50.0,50.833333333333336,0.591295427901524,28.00948266666667,Acceptable,38.213944936228884,True,AI flags: high spread between median and 85th pct speed; speed limit; pct over limit
PR/1237,MH,primary,rural,55.0,70.0,17.5,0.0,46.64832,Moderate,64.38946800558602,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
PR/1238,MH,primary,rural,55.0,70.0,31.75,0.0,46.64832,Moderate,36.71275321147579,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/10344,MH,secondary,rural,55.0,70.0,26.9,0.0,43.27050389085258,Moderate,41.76394653847858,True,AI flags: drivers operating far above posted limit; speed 85th; median speed
TR/12661,MH,trunk,rural,55.0,90.0,58.5,0.24608150470219436,19.70976,Acceptable,37.18151895910693,True,AI flags: ss gap; ss limit; posted limit far above Safe System standard
TR/12233,MH,trunk,urban,45.0,60.0,21.5,0.0,53.4640184,High Risk,65.10660946097761,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/5244,MH,secondary,rural,55.0,70.0,21.0,0.0,46.085184,Moderate,57.783042536723386,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; large gap between F85 speed and posted limit
TR/12234,MH,trunk,urban,45.0,60.0,18.0,0.0,53.4640184,High Risk,70.86834773622121,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
PR/620,MH,primary,rural,55.0,70.0,30.5,0.0,40.453824,Moderate,39.24781386244271,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
TR/11959,MH,trunk,rural,55.0,90.0,33.0,0.0,42.330944,Moderate,56.73272733261881,True,AI flags: drivers operating far above posted limit; ss gap; ss limit
SE/7669,MH,secondary,rural,30.0,40.0,33.75,0.29102238633741057,30.784767999999993,Acceptable,48.09243979073381,True,AI flags: speed limit; speed 85th; high spread between median and 85th pct speed
SE/8754,MH,secondary,rural,45.0,70.0,29.166666666666668,0.0,38.63066666666667,Moderate,37.93255445835303,True,AI flags: high spread between median and 85th pct speed; drivers operating far above posted limit; ss gap
PR/1558,MH,primary,rural,55.0,60.0,28.25,0.0,40.453824,Moderate,39.61513641173078,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
PR/2856,MH,primary,rural,55.0,50.0,27.5,0.0,55.027136,High Risk,41.837758673565546,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/9605,MH,secondary,rural,55.0,70.0,36.0,0.0,40.669504,Moderate,36.159344589649464,True,AI flags: median speed; drivers operating far above posted limit; high spread between median and 85th pct speed
SE/5228,MH,secondary,rural,55.0,70.0,28.5,0.0,43.272351775114245,Moderate,38.068843412976896,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/4549,MH,secondary,rural,55.0,50.0,27.0,0.0,57.842816,High Risk,39.678221965509884,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
PR/2502,MH,primary,rural,55.0,40.0,35.473684210526315,0.0011066863023606404,71.48750905263158,High Risk,36.721910425669904,True,AI flags: drivers operating far above posted limit; median speed; speed 85th
TR/13370,MH,trunk,urban,40.0,60.0,56.25,0.5574203931486378,36.2140184,Moderate,42.64546389817119,True,AI flags: speed limit; ss gap; large gap between F85 speed and posted limit
SE/6723,MH,secondary,rural,45.0,70.0,30.75,0.0,28.319504,Acceptable,36.06324286844129,True,AI flags: high spread between median and 85th pct speed; ss gap; speed 85th
SE/5930,MH,secondary,rural,30.0,70.0,43.0,0.4311284046692607,22.185184,Acceptable,55.174163005523255,True,AI flags: ss gap; speed limit; posted limit far above Safe System standard
PR/3897,MH,primary,urban,55.0,50.0,26.0,0.0,59.37948568,High Risk,43.75616445396107,True,AI flags: drivers operating far above posted limit; large gap between F85 speed and posted limit; speed 85th
PR/1546,MH,primary,urban,45.0,50.0,29.5,0.0,42.679485680000006,Moderate,36.31447649710683,True,AI flags: high spread between median and 85th pct speed; drivers operating far above posted limit; speed 85th
TR/11740,MH,trunk,urban,55.0,60.0,35.5,0.0,52.1640184,High Risk,38.56057073303607,True,AI flags: drivers operating far above posted limit; median speed; speed 85th
TR/11733,MH,trunk,rural,55.0,80.0,28.25,0.0,42.330944,Moderate,56.81305458268086,True,AI flags: drivers operating far above posted limit; speed 85th; median speed
PR/2527,MH,primary,rural,55.0,40.0,31.5,0.0,72.719088,Critical,39.54026256018905,True,AI flags: drivers operating far above posted limit; speed 85th; median speed
SE/6722,MH,secondary,rural,45.0,60.0,26.5,0.0,42.185184,Moderate,37.7636320922527,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/9442,MH,secondary,rural,55.0,70.0,90.5,0.9333046471600689,24.269503999999998,Acceptable,41.75872911728763,True,AI flags: large gap between F85 speed and posted limit; pct over limit; absolute speed excess above limit is high
SE/5657,MH,secondary,rural,45.0,70.0,30.5,0.0,28.969504,Acceptable,36.30176760723651,True,AI flags: high spread between median and 85th pct speed; ss gap; speed 85th
SE/8647,MH,secondary,rural,30.0,50.0,55.0,0.5210562721243439,40.842816,Moderate,53.963901735786216,True,AI flags: large gap between F85 speed and posted limit; speed limit; drivers operating far above posted limit
PR/1217,MH,primary,urban,45.0,30.0,49.5,0.2494724882324298,53.37045754673261,High Risk,37.83064868729088,True,AI flags: ss limit; speed limit; urban road with atypical speed profile
SE/6256,MH,secondary,rural,55.0,50.0,27.5,0.0,48.269504,Moderate,38.83411571371975,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/8656,MH,secondary,rural,55.0,70.0,28.666666666666668,0.0,43.269504,Moderate,37.68447768098891,True,AI flags: drivers operating far above posted limit; median speed; speed 85th
SE/8646,MH,secondary,rural,30.0,50.0,47.0,0.7000344589937973,41.71104,Moderate,52.97760373722834,True,AI flags: large gap between F85 speed and posted limit; speed limit; pct over limit
SE/6677,MH,secondary,rural,45.0,40.0,24.666666666666668,0.0,59.092816,High Risk,45.24416099248928,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
TR/12761,MH,trunk,rural,55.0,90.0,61.5,0.2315825375170532,16.330944,Acceptable,48.32476055303881,True,AI flags: high spread between median and 85th pct speed; ss gap; ss limit
SE/6221,MH,secondary,rural,45.0,70.0,28.0,0.026453298497713912,41.66725718310282,Moderate,43.78256970827766,True,AI flags: drivers operating far above posted limit; speed 85th; ss gap
SE/8645,MH,secondary,rural,30.0,50.0,26.666666666666668,0.0939390700160342,31.91104,Acceptable,49.18926473092055,True,AI flags: speed limit; speed 85th; median speed
TR/12304,MH,trunk,urban,30.0,60.0,57.0,0.7567503271083621,36.50338402549663,Moderate,67.46743974931594,True,AI flags: large gap between F85 speed and posted limit; speed limit; ss gap
PR/3421,MH,primary,urban,20.0,50.0,44.0,1.0,41.280924944000006,Moderate,75.11957351059803,True,AI flags: large gap between F85 speed and posted limit; pct over limit; speed limit
PR/1428,MH,primary,rural,55.0,60.0,27.5,0.0,40.453824,Moderate,41.696676604233566,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
PR/1399,MH,primary,urban,30.0,50.0,53.166666666666664,0.8514496518757144,42.368448388237695,Moderate,58.40321908862522,True,AI flags: large gap between F85 speed and posted limit; pct over limit; speed limit
TR/13254,MH,trunk,rural,55.0,90.0,57.0,0.18335787923416788,19.70976,Acceptable,40.658672766629,True,AI flags: ss gap; ss limit; posted limit far above Safe System standard
SE/5937,MH,secondary,rural,55.0,60.0,27.666666666666668,0.0,46.085184,Moderate,36.6949005670749,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
TR/11744,MH,trunk,urban,45.0,60.0,29.0,0.0,43.0640184,Moderate,46.080176749625366,True,AI flags: drivers operating far above posted limit; speed 85th; median speed
PR/579,MH,primary,rural,55.0,70.0,31.25,0.0,40.453824,Moderate,37.96452192890049,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
PR/3422,MH,primary,urban,20.0,40.0,48.0,0.0,41.280924944000006,Moderate,70.61381509165138,True,AI flags: large gap between F85 speed and posted limit; speed limit; drivers operating far above posted limit
TR/11739,MH,trunk,urban,55.0,60.0,37.0,0.0,48.2640184,Moderate,36.67222301648604,True,AI flags: drivers operating far above posted limit; median speed; speed 85th
TR/11745,MH,trunk,urban,45.0,60.0,34.333333333333336,0.0,29.197351733333328,Acceptable,39.13201369858796,True,AI flags: speed 85th; median speed; speed limit
TR/13255,MH,trunk,rural,55.0,90.0,59.0,0.21663442940038685,19.70976,Acceptable,38.584877956544986,True,AI flags: ss gap; ss limit; posted limit far above Safe System standard
SE/8295,MH,secondary,rural,55.0,70.0,34.0,0.0,43.269504,Moderate,36.7081318280662,True,AI flags: drivers operating far above posted limit; median speed; speed 85th
PR/1228,MH,primary,rural,55.0,60.0,26.0,0.0,40.453824,Moderate,43.65811123881715,True,AI flags: drivers operating far above posted limit; large gap between F85 speed and posted limit; speed 85th
TR/12127,MH,trunk,rural,30.0,60.0,53.8,0.766682693524306,37.088576,Moderate,55.53413294628633,True,AI flags: large gap between F85 speed and posted limit; speed limit; ss gap
PR/576,MH,primary,rural,55.0,70.0,28.5,0.0,43.269504,Moderate,41.851480800639855,True,AI flags: drivers operating far above posted limit; speed 85th; median speed
TR/12759,MH,trunk,urban,45.0,60.0,72.5,0.7878907017888735,41.460183210429264,Moderate,43.23259480477839,True,AI flags: large gap between F85 speed and posted limit; pct over limit; speed limit
TR/11766,MH,trunk,rural,55.0,90.0,49.0,0.07042253521126761,19.70976,Acceptable,43.88559448075368,True,AI flags: ss gap; ss limit; posted limit far above Safe System standard
SE/4492,MH,secondary,rural,45.0,30.0,24.333333333333332,0.0,82.91104,Critical,50.05055606827264,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
TR/12316,MH,trunk,urban,20.0,60.0,38.0,0.8249509283392863,38.6640184,Moderate,75.44971230689653,True,AI flags: large gap between F85 speed and posted limit; speed limit; ss gap
TR/13055,MH,trunk,rural,55.0,50.0,33.2,0.0,59.1568,High Risk,38.72525045067829,True,AI flags: drivers operating far above posted limit; high spread between median and 85th pct speed; speed 85th
SE/6654,MH,secondary,rural,55.0,50.0,29.0,0.004189578423671118,57.842816,High Risk,39.22046034610226,True,AI flags: drivers operating far above posted limit; median speed; speed 85th
PR/3858,MH,primary,rural,55.0,70.0,30.5,0.0,40.453824,Moderate,37.91369226094988,True,AI flags: drivers operating far above posted limit; speed 85th; median speed
SE/8174,MH,secondary,rural,55.0,50.0,83.5,0.8179805891367274,45.842816,Moderate,36.83217030908161,True,AI flags: pct over limit; large gap between F85 speed and posted limit; median speed significantly above posted limit
PR/1828,MH,primary,rural,55.0,60.0,28.75,0.0,43.26960049925838,Moderate,37.29484572019764,True,AI flags: drivers operating far above posted limit; speed 85th; median speed
PR/381,MH,primary,rural,80.0,70.0,35.0,0.0,47.596681142857136,Moderate,50.41610585381443,True,AI flags: drivers operating far above posted limit; absolute speed excess above limit is high; median speed significantly above posted limit
TR/12489,MH,trunk,rural,20.0,90.0,65.0,0.0,23.330944,Acceptable,81.64710557045532,True,AI flags: large gap between F85 speed and posted limit; ss gap; drivers operating far above posted limit
PR/1189,MH,primary,urban,45.0,50.0,29.5,0.0,42.679485680000006,Moderate,36.3503529896687,True,AI flags: high spread between median and 85th pct speed; drivers operating far above posted limit; speed 85th
